name,address,score,reviews count,avg price,province,description images
Quán Mợ - Bánh Huế và món nướng,59 Nguyễn Chí Diểu,"4,1",90,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNFzkz1UFlRxM5U_zXq7-v-n9TB_hka_TMNJRyB, https://lh5.googleusercontent.com/p/AF1QipOoaur33-3z5Wr3CXuxzCCs_pU04PqaW6bffasp, "
Quán Ăn Hạt Tiêu,5 Hồ Tùng Mậu,"4,6",34,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPsHRM3aB1MG04TIc9HC3MzIDh82Uv2Snjsc9A2, https://lh5.googleusercontent.com/p/AF1QipM7RJEYiiXVM18Tqxtw0yV3QLYG6IZWU2UutFlb, "
Bánh ép Huệ,118 Lê Ng. Cát,"4,5",490,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPAzPkHL3LCpbJmkAikDkkPdcNq3lfTkg3xhbnQ, https://lh5.googleusercontent.com/p/AF1QipNlgCnGBlxVBiDWszkS5WLVZLrEkOyBnjxzK6XO, "
Bánh Canh Cua Hương,30 Phạm Hồng Thái,"4,3",590,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMxQEkE2wPBBaoYghnJXGxta46sxIygnFKicUcT, https://lh5.googleusercontent.com/p/AF1QipNoA06NmKynCBO0sXaHvE0nc4lQ1q2bJN9hKcxc, "
Risotto Restaurant,69 Võ Thị Sáu,"4,9",772,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipN23GFEED-AIUrv9sBMm518spmxYlUd6MvUoeNE, https://lh5.googleusercontent.com/p/AF1QipOrA7osPuOEsSt_AbmxVfzVHsfovuv-6vi2A0gC, "
Vườn Ý Thảo,03 Đường Thạch Hãn,"4,2",581,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPREzuMYt9F3NEI4cV0vCgdPtosEWMW5sorTThR, https://lh5.googleusercontent.com/p/AF1QipNC3XBlS-RNSiRjiLTbdOqj30dOG5qDqq_qTSvm, "
Quán Nina Cafe,16 34 Nguyễn Tri Phương,"4,7","1,7 N",100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipON02gmraLlUK_aKZJBAwjfyqleFHNn1NX23OZ0, https://lh5.googleusercontent.com/p/AF1QipM500nAtXFt85GU6ZYVpWB6nEyJ3f6llpdyCKeJ, "
36 Quán,36 Đinh Tiên Hoàng,"4,4",103,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOy4mI_kGBWRwyyiUVvICGm88pJQHmOM8zVDKCe, https://lh5.googleusercontent.com/p/AF1QipPCzE8d2CNgrL0TPW4nlw2kAemAo00ibP8PTduF, "
Quán Ốc Minh Nghĩa,253 Phan Bội Châu,"4,0",456,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMYtMQWVtt68X6cbXrt3Gg9NoJlm4grkRPIvTS5, https://lh5.googleusercontent.com/p/AF1QipO1yZ8bHpXxPIfVF0i4_p3cRK4A13vF6WNKsZuW, "
Bistro La Carambole,18 Võ Thị Sáu,"4,5",815,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMsJMLUxxNu8RPvBBITccCKrW7Q-2RR00m5Ip96, https://lh5.googleusercontent.com/p/AF1QipOk-uJ-sSiYae7bX150VF994sEONWuFOsNSDmWV, "
Bánh Mì Trường Tiền O Tho,14 Trần Cao Vân,"4,4",681,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPjfl_mOF7zOLhKaV1nu8UaYsXA-zwsvZAOm3XO, https://lh5.googleusercontent.com/p/AF1QipPDab3tUXgADkmDvdPSp2nT2Te-ntyk5lYdfVT3, "
Quán Ăn Nhà TA,96 Nhật Lệ,"3,4",33,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNzLr5oLUZUOGbM4TORSbuiV7vRMpz2trkJ_xxT, https://lh5.googleusercontent.com/p/AF1QipOvTIjTMfTeRyVIVJhxj9cztrSnZZIqb-kLpR5R, "
"Nhà Hàng Nhật Bản Shino Sushi - 22 Nguyễn Thái Học, Huế",22 Nguyễn Thái Học,"4,9",1 N,100.000-300.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOVI06bue7Im82E6yWN4uW_epSHfSyn9FOtE-ou, https://lh5.googleusercontent.com/p/AF1QipMf7xdIhC0eGKO3UwNRcNY5HpNcTBU0cPGyi5Bm, "
Spice Viet Hue Restaurant,15 Lý Thường Kiệt,"4,5",321,200.000-300.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOQuoEqiuXTBJrMgnnh4rqth-a2jdfyP1do1_fv, https://lh5.googleusercontent.com/p/AF1QipMu4oyUiTpcDFA30-_YSV16AIZO--bnjYHL2z3V, "
Nhà hàng Biệt Phủ Thảo Nhi ( Biet Phu Thao Nhi Restaurant),Minh Mạng,"4,1",527,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMwILka30BrV68t2R5bPD5Vh3pqQmN1L0PzwHgC, https://lh5.googleusercontent.com/p/AF1QipMkUTYm5k-08Zs5utUTsiSKcK9dTr0DDb0pilFR, "
Quán Cẩm - Bún Bò Huế,45 Lê Lợi,"3,8",571,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPfPPc_ENsCEuwpnmh65jmELXLLXQzbgNnQpxfq, https://lh5.googleusercontent.com/p/AF1QipNuOYZnz3gzwNx_xwgz8Mm33LjwEWAP1D2xsCBU, "
Cháo Vịt Thuận,94 Bùi Thị Xuân,"4,2",386,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMz5x5kgbm5RDD1PAxub8vk8dw8q4GkNv60ROpQ, https://lh5.googleusercontent.com/p/AF1QipPOM2LIeyVBjPUha4yMcZ12dvpOJvcQ0x1DhB2W, "
Nhà hàng chay Sân Mây,"8 Thanh Tịnh, Vỹ Dạ","4,7",691,1-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipMaea8XbBvt62NeuL-cE7xiy6YySNIbliLodtdm, https://lh5.googleusercontent.com/p/AF1QipObd1nylzrwZxtR7FkXMYZNArOmt3-pdSnz7Xoc, "
Thúy - Bánh Canh Nam Phổ,16 Phạm Hồng Thái,"4,2",466,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNaif7kNwYzohQJWuin8eBseHEjp3WimusXZTPS, https://lh5.googleusercontent.com/p/AF1QipPuQyGd2hZXgO3-4VpWVQtMojgoMwmXhl479Wv9, "
Ăn sáng Cơm hến Trương Định,28 Trương Định,"4,2",29,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOtKuKsYeeSiktbmjOurRJe88k6sJEDNHSt8CT8, https://lh5.googleusercontent.com/p/AF1QipPdBw4KGxd-VQlHF6a2N9rScGbL586liz0SPLSE, "
Buffet Huế & Sushi Huế - Yaki Yum,59 Bến Nghé,"4,9","1,3 N",300.000-400.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNaZE5Yx8FO40ihtIq0Fa8c7z_HNC8sPVJ06bzb, https://lh5.googleusercontent.com/p/AF1QipPrXrxRsnQMLUaip5rhFC3jc6iT7CHcXy-6yZPE, "
GỐC BÁNH BÈO BÀ CƯ -CUNG AN ĐỊNH,"23 kiệt, 177 đường Phan Đình Phùng","4,3",115,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNzhPjmm3PMzjXTYo-ZCgkelhFnDrjk-RXvKy9u, https://lh5.googleusercontent.com/p/AF1QipP-q2tWzQ8F1ho3gxmjpJFfvQN7RrDT1FgIkfmZ, "
Nhà Nâu - Cơm nhà trà hoa,45 Hàn Thuyên,"4,6",104,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPl8knE8pkzxfVSTkKFcs0Vhv4laJd2PJIhomS2, https://lh5.googleusercontent.com/p/AF1QipOTY94PfGRCbB_kVvuqlC6Fd2qeL6uc2wmAYUv4, "
Đặc sản số 1 chính gốc Bún bò Huế,19 Lý Thường Kiệt,"3,9",460,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPj7OkhgZ0KyUPeAV7Z0njwGArIKTYSjgLh06FJ, https://lh5.googleusercontent.com/p/AF1QipNRFofRvEe0TQvrIp1j9UBJgoBG_6bJDAXra5R7, "
Tiệm Cơm Âm Phủ,51 Nguyễn Thái Học,"2,6",233,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipOOxi2ea8aGdrHHAQIYvNYg23-Cr6f-ScLj3fI3, https://lh5.googleusercontent.com/p/AF1QipOVNaV6yWqViy96Mns_AitdxlskdTvrReLQ86Gk, "
Little Italy Restaurant,10 Nguyễn Thái Học,"4,0","1,1 N",100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPaJZD9I6fiPgnqxusYW9tCZjV6PGgzWm5cYcei, https://lh5.googleusercontent.com/p/AF1QipO9gzU4ji91vMfKtQPzS-7nCyv6vbJeA51T0AwU, "
Quán Chay Tâm Thiện,17 Nguyễn Thái Học,"4,1",90,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNmnV4pE1NUFdmV2iC0UobBpHqZ9raVa4Rob-08, https://lh5.googleusercontent.com/p/AF1QipPwD9T3-8_0nnT7dvGN73aE7E3R_srkFXquCqLA, "
"Không Gian Xưa - 76 Lê Lợi, Huế",76 Lê Lợi,"3,8",129,100.000-200.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipP_SHdN2578fOZkWP52ERMf0cb34XfEN3YKInU, https://lh5.googleusercontent.com/p/AF1QipMHqfO7Ejg8OOLi7KM0LuvYAO8hSOJklDWlqtFk, "
Tiệm cơm Hồi Nớ,29A Lê Hồng Phong,"4,5",87,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNgezCSy064LGYk5eymklP3VtDcGyNwK1gnJdOR, https://lh5.googleusercontent.com/p/AF1QipNiQ7_YsjUQgEWzEVQVgU94B0flabqkpUp8HlcK, "
Quán ăn chay Trường An,304 Phan Bội Châu,"4,7",39,1-100.000 ₫,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipPOcnNwbmRCJe7oGbsxvZuK7-XHa070wYdVJ-xq, https://lh5.googleusercontent.com/p/AF1QipOhIl2Jt3j9_MM4JURtKF9zIpVRktv908zqfS8Z, "
Nhà hàng Huế Ngon,10 Lê Minh,"4,4",8,None,Thừa Thiên Huế,"https://lh5.googleusercontent.com/p/AF1QipNxBCS3xB5IbQ176y6FVW8z44jpBYm8iiEPz94r, https://lh5.googleusercontent.com/p/AF1QipPWorCyRLyNZAH3BMEVod5VfTJfuDw-7y8Aiknv, "
